PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Passengerid,sibsp,zero,zero.1,zero.2,zero.3,zero.4,zero.5,zero.6,zero.7,zero.8,zero.9,zero.10,zero.11,zero.12,zero.13,zero.14,zero.15,zero.16,zero.17,zero.18,2urvived
1093,0,3,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.33,0,2,347080,14.4,,S,,,,,,,,,,,,,,,,,,,,,,
1094,0,1,"Astor, Col. John Jacob",male,47,1,0,PC 17757,227.525,C62 C64,C,,,,,,,,,,,,,,,,,,,,,,
1095,1,2,"Quick, Miss. Winifred Vera",female,8,1,1,26360,26,,S,,,,,,,,,,,,,,,,,,,,,,
1096,0,2,"Andrew, Mr. Frank Thomas",male,25,0,0,C.A. 34050,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1097,0,1,"Omont, Mr. Alfred Fernand",male,,0,0,F.C. 12998,25.7417,,C,,,,,,,,,,,,,,,,,,,,,,
1098,1,3,"McGowan, Miss. Katherine",female,35,0,0,9232,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1099,0,2,"Collett, Mr. Sidney C Stuart",male,24,0,0,28034,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1100,1,1,"Rosenbaum, Miss. Edith Louise",female,33,0,0,PC 17613,27.7208,A11,C,,,,,,,,,,,,,,,,,,,,,,
1101,0,3,"Delalic, Mr. Redjo",male,25,0,0,349250,7.8958,,S,,,,,,,,,,,,,,,,,,,,,,
1102,0,3,"Andersen, Mr. Albert Karvin",male,32,0,0,C 4001,22.525,,S,,,,,,,,,,,,,,,,,,,,,,
1103,0,3,"Finoli, Mr. Luigi",male,,0,0,SOTON/O.Q. 3101308,7.05,,S,,,,,,,,,,,,,,,,,,,,,,
1104,0,2,"Deacon, Mr. Percy William",male,17,0,0,S.O.C. 14879,73.5,,S,,,,,,,,,,,,,,,,,,,,,,
1105,1,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60,1,0,24065,26,,S,,,,,,,,,,,,,,,,,,,,,,
1106,1,3,"Andersson, Miss. Ida Augusta Margareta",female,38,4,2,347091,7.775,,S,,,,,,,,,,,,,,,,,,,,,,
1107,0,1,"Head, Mr. Christopher",male,42,0,0,113038,42.5,B11,S,,,,,,,,,,,,,,,,,,,,,,
1108,1,3,"Mahon, Miss. Bridget Delia",female,,0,0,330924,7.8792,,Q,,,,,,,,,,,,,,,,,,,,,,
1109,0,1,"Wick, Mr. George Dennick",male,57,1,1,36928,164.8667,,S,,,,,,,,,,,,,,,,,,,,,,
1110,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50,1,1,113503,211.5,C80,C,,,,,,,,,,,,,,,,,,,,,,
1111,0,3,"Thomson, Mr. Alexander Morrison",male,,0,0,32302,8.05,,S,,,,,,,,,,,,,,,,,,,,,,
1112,1,2,"Duran y More, Miss. Florentina",female,30,1,0,SC/PARIS 2148,13.8583,,C,,,,,,,,,,,,,,,,,,,,,,
1113,0,3,"Reynolds, Mr. Harold J",male,21,0,0,342684,8.05,,S,,,,,,,,,,,,,,,,,,,,,,
1114,1,2,"Cook, Mrs. (Selena Rogers)",female,22,0,0,W./C. 14266,10.5,F33,S,,,,,,,,,,,,,,,,,,,,,,
1115,0,3,"Karlsson, Mr. Einar Gervasius",male,21,0,0,350053,7.7958,,S,,,,,,,,,,,,,,,,,,,,,,
1116,1,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",female,53,0,0,PC 17606,27.4458,,C,,,,,,,,,,,,,,,,,,,,,,
1117,1,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",female,,0,2,2661,15.2458,,C,,,,,,,,,,,,,,,,,,,,,,
1118,0,3,"Asplund, Mr. Johan Charles",male,23,0,0,350054,7.7958,,S,,,,,,,,,,,,,,,,,,,,,,
1119,1,3,"McNeill, Miss. Bridget",female,,0,0,370368,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1120,0,3,"Everett, Mr. Thomas James",male,40.5,0,0,C.A. 6212,15.1,,S,,,,,,,,,,,,,,,,,,,,,,
1121,0,2,"Hocking, Mr. Samuel James Metcalfe",male,36,0,0,242963,13,,S,,,,,,,,,,,,,,,,,,,,,,
1122,0,2,"Sweet, Mr. George Frederick",male,14,0,0,220845,65,,S,,,,,,,,,,,,,,,,,,,,,,
1123,1,1,"Willard, Miss. Constance",female,21,0,0,113795,26.55,,S,,,,,,,,,,,,,,,,,,,,,,
1124,0,3,"Wiklund, Mr. Karl Johan",male,21,1,0,3101266,6.4958,,S,,,,,,,,,,,,,,,,,,,,,,
1125,0,3,"Linehan, Mr. Michael",male,,0,0,330971,7.8792,,Q,,,,,,,,,,,,,,,,,,,,,,
1126,0,1,"Cumings, Mr. John Bradley",male,39,1,0,PC 17599,71.2833,C85,C,,,,,,,,,,,,,,,,,,,,,,
1127,0,3,"Vendel, Mr. Olof Edvin",male,20,0,0,350416,7.8542,,S,,,,,,,,,,,,,,,,,,,,,,
1128,0,1,"Warren, Mr. Frank Manley",male,64,1,0,110813,75.25,D37,C,,,,,,,,,,,,,,,,,,,,,,
1129,0,3,"Baccos, Mr. Raffull",male,20,0,0,2679,7.225,,C,,,,,,,,,,,,,,,,,,,,,,
1130,1,2,"Hiltunen, Miss. Marta",female,18,1,1,250650,13,,S,,,,,,,,,,,,,,,,,,,,,,
1131,1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,48,1,0,PC 17761,106.425,C86,C,,,,,,,,,,,,,,,,,,,,,,
1132,1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",female,55,0,0,112377,27.7208,,C,,,,,,,,,,,,,,,,,,,,,,
1133,1,2,"Christy, Mrs. (Alice Frances)",female,45,0,2,237789,30,,S,,,,,,,,,,,,,,,,,,,,,,
1134,0,1,"Spedden, Mr. Frederic Oakley",male,45,1,1,16966,134.5,E34,C,,,,,,,,,,,,,,,,,,,,,,
1135,0,3,"Hyman, Mr. Abraham",male,,0,0,3470,7.8875,,S,,,,,,,,,,,,,,,,,,,,,,
1136,0,3,"Johnston, Master. William Arthur Willie""""",male,,1,2,W./C. 6607,23.45,,S,,,,,,,,,,,,,,,,,,,,,,
1137,0,1,"Kenyon, Mr. Frederick R",male,41,1,0,17464,51.8625,D21,S,,,,,,,,,,,,,,,,,,,,,,
1138,1,2,"Karnes, Mrs. J Frank (Claire Bennett)",female,22,0,0,F.C.C. 13534,21,,S,,,,,,,,,,,,,,,,,,,,,,
1139,0,2,"Drew, Mr. James Vivian",male,42,1,1,28220,32.5,,S,,,,,,,,,,,,,,,,,,,,,,
1140,1,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29,1,0,26707,26,,S,,,,,,,,,,,,,,,,,,,,,,
1141,1,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",female,,1,0,2660,14.4542,,C,,,,,,,,,,,,,,,,,,,,,,
1142,1,2,"West, Miss. Barbara J",female,0.92,1,2,C.A. 34651,27.75,,S,,,,,,,,,,,,,,,,,,,,,,
1143,0,3,"Abrahamsson, Mr. Abraham August Johannes",male,20,0,0,SOTON/O2 3101284,7.925,,S,,,,,,,,,,,,,,,,,,,,,,
1144,0,1,"Clark, Mr. Walter Miller",male,27,1,0,13508,136.7792,C89,C,,,,,,,,,,,,,,,,,,,,,,
1145,0,3,"Salander, Mr. Karl Johan",male,24,0,0,7266,9.325,,S,,,,,,,,,,,,,,,,,,,,,,
1146,0,3,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,,S,,,,,,,,,,,,,,,,,,,,,,
1147,0,3,"MacKay, Mr. George William",male,,0,0,C.A. 42795,7.55,,S,,,,,,,,,,,,,,,,,,,,,,
1148,0,3,"Mahon, Mr. John",male,,0,0,AQ/4 3130,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1149,0,3,"Niklasson, Mr. Samuel",male,28,0,0,363611,8.05,,S,,,,,,,,,,,,,,,,,,,,,,
1150,1,2,"Bentham, Miss. Lilian W",female,19,0,0,28404,13,,S,,,,,,,,,,,,,,,,,,,,,,
1151,0,3,"Midtsjo, Mr. Karl Albert",male,21,0,0,345501,7.775,,S,,,,,,,,,,,,,,,,,,,,,,
1152,0,3,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,345572,17.4,,S,,,,,,,,,,,,,,,,,,,,,,
1153,0,3,"Nilsson, Mr. August Ferdinand",male,21,0,0,350410,7.8542,,S,,,,,,,,,,,,,,,,,,,,,,
1154,1,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",female,29,0,2,29103,23,,S,,,,,,,,,,,,,,,,,,,,,,
1155,1,3,"Klasen, Miss. Gertrud Emilia",female,1,1,1,350405,12.1833,,S,,,,,,,,,,,,,,,,,,,,,,
1156,0,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,0,0,C.A. 34644,12.7375,,C,,,,,,,,,,,,,,,,,,,,,,
1157,0,3,"Lyntakoff, Mr. Stanko",male,,0,0,349235,7.8958,,S,,,,,,,,,,,,,,,,,,,,,,
1158,0,1,"Chisholm, Mr. Roderick Robert Crispin",male,,0,0,112051,0,,S,,,,,,,,,,,,,,,,,,,,,,
1159,0,3,"Warren, Mr. Charles William",male,,0,0,C.A. 49867,7.55,,S,,,,,,,,,,,,,,,,,,,,,,
1160,1,3,"Howard, Miss. May Elizabeth",female,,0,0,A. 2. 39186,8.05,,S,,,,,,,,,,,,,,,,,,,,,,
1161,0,3,"Pokrnic, Mr. Mate",male,17,0,0,315095,8.6625,,S,,,,,,,,,,,,,,,,,,,,,,
1162,0,1,"McCaffry, Mr. Thomas Francis",male,46,0,0,13050,75.2417,C6,C,,,,,,,,,,,,,,,,,,,,,,
1163,0,3,"Fox, Mr. Patrick",male,,0,0,368573,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1164,1,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26,1,0,13508,136.7792,C89,C,,,,,,,,,,,,,,,,,,,,,,
1165,1,3,"Lennon, Miss. Mary",female,,1,0,370371,15.5,,Q,,,,,,,,,,,,,,,,,,,,,,
1166,0,3,"Saade, Mr. Jean Nassr",male,,0,0,2676,7.225,,C,,,,,,,,,,,,,,,,,,,,,,
1167,1,2,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20,1,0,236853,26,,S,,,,,,,,,,,,,,,,,,,,,,
1168,0,2,"Parker, Mr. Clifford Richard",male,28,0,0,SC 14888,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1169,0,2,"Faunthorpe, Mr. Harry",male,40,1,0,2926,26,,S,,,,,,,,,,,,,,,,,,,,,,
1170,0,2,"Ware, Mr. John James",male,30,1,0,CA 31352,21,,S,,,,,,,,,,,,,,,,,,,,,,
1171,0,2,"Oxenham, Mr. Percy Thomas",male,22,0,0,W./C. 14260,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1172,1,3,"Oreskovic, Miss. Jelka",female,23,0,0,315085,8.6625,,S,,,,,,,,,,,,,,,,,,,,,,
1173,0,3,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,,S,,,,,,,,,,,,,,,,,,,,,,
1174,1,3,"Fleming, Miss. Honora",female,,0,0,364859,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1175,1,3,"Touma, Miss. Maria Youssef",female,9,1,1,2650,15.2458,,C,,,,,,,,,,,,,,,,,,,,,,
1176,1,3,"Rosblom, Miss. Salli Helena",female,2,1,1,370129,20.2125,,S,,,,,,,,,,,,,,,,,,,,,,
1177,0,3,"Dennis, Mr. William",male,36,0,0,A/5 21175,7.25,,S,,,,,,,,,,,,,,,,,,,,,,
1178,0,3,"Franklin, Mr. Charles (Charles Fardon)",male,,0,0,SOTON/O.Q. 3101314,7.25,,S,,,,,,,,,,,,,,,,,,,,,,
1179,0,1,"Snyder, Mr. John Pillsbury",male,24,1,0,21228,82.2667,B45,S,,,,,,,,,,,,,,,,,,,,,,
1180,0,3,"Mardirosian, Mr. Sarkis",male,,0,0,2655,7.2292,F E46,C,,,,,,,,,,,,,,,,,,,,,,
1181,0,3,"Ford, Mr. Arthur",male,,0,0,A/5 1478,8.05,,S,,,,,,,,,,,,,,,,,,,,,,
1182,0,1,"Rheims, Mr. George Alexander Lucien",male,,0,0,PC 17607,39.6,,S,,,,,,,,,,,,,,,,,,,,,,
1183,1,3,"Daly, Miss. Margaret Marcella Maggie""""",female,30,0,0,382650,6.95,,Q,,,,,,,,,,,,,,,,,,,,,,
1184,0,3,"Nasr, Mr. Mustafa",male,,0,0,2652,7.2292,,C,,,,,,,,,,,,,,,,,,,,,,
1185,0,1,"Dodge, Dr. Washington",male,53,1,1,33638,81.8583,A34,S,,,,,,,,,,,,,,,,,,,,,,
1186,0,3,"Wittevrongel, Mr. Camille",male,36,0,0,345771,9.5,,S,,,,,,,,,,,,,,,,,,,,,,
1187,0,3,"Angheloff, Mr. Minko",male,26,0,0,349202,7.8958,,S,,,,,,,,,,,,,,,,,,,,,,
1188,1,2,"Laroche, Miss. Louise",female,1,1,2,SC/Paris 2123,41.5792,,C,,,,,,,,,,,,,,,,,,,,,,
1189,0,3,"Samaan, Mr. Hanna",male,,2,0,2662,21.6792,,C,,,,,,,,,,,,,,,,,,,,,,
1190,0,1,"Loring, Mr. Joseph Holland",male,30,0,0,113801,45.5,,S,,,,,,,,,,,,,,,,,,,,,,
1191,0,3,"Johansson, Mr. Nils",male,29,0,0,347467,7.8542,,S,,,,,,,,,,,,,,,,,,,,,,
1192,0,3,"Olsson, Mr. Oscar Wilhelm",male,32,0,0,347079,7.775,,S,,,,,,,,,,,,,,,,,,,,,,
1193,0,2,"Malachard, Mr. Noel",male,,0,0,237735,15.0458,D,C,,,,,,,,,,,,,,,,,,,,,,
1194,0,2,"Phillips, Mr. Escott Robert",male,43,0,1,S.O./P.P. 2,21,,S,,,,,,,,,,,,,,,,,,,,,,
1195,0,3,"Pokrnic, Mr. Tome",male,24,0,0,315092,8.6625,,S,,,,,,,,,,,,,,,,,,,,,,
1196,1,3,"McCarthy, Miss. Catherine Katie""""",female,,0,0,383123,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1197,1,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,64,1,1,112901,26.55,B26,S,,,,,,,,,,,,,,,,,,,,,,
1198,0,1,"Allison, Mr. Hudson Joshua Creighton",male,30,1,2,113781,151.55,C22 C26,S,,,,,,,,,,,,,,,,,,,,,,
1199,0,3,"Aks, Master. Philip Frank",male,0.83,0,1,392091,9.35,,S,,,,,,,,,,,,,,,,,,,,,,
1200,0,1,"Hays, Mr. Charles Melville",male,55,1,1,12749,93.5,B69,S,,,,,,,,,,,,,,,,,,,,,,
1201,1,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45,1,0,350026,14.1083,,S,,,,,,,,,,,,,,,,,,,,,,
1202,0,3,"Cacic, Mr. Jego Grga",male,18,0,0,315091,8.6625,,S,,,,,,,,,,,,,,,,,,,,,,
1203,0,3,"Vartanian, Mr. David",male,22,0,0,2658,7.225,,C,,,,,,,,,,,,,,,,,,,,,,
1204,0,3,"Sadowitz, Mr. Harry",male,,0,0,LP 1588,7.575,,S,,,,,,,,,,,,,,,,,,,,,,
1205,1,3,"Carr, Miss. Jeannie",female,37,0,0,368364,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1206,1,1,"White, Mrs. John Stuart (Ella Holmes)",female,55,0,0,PC 17760,135.6333,C32,C,,,,,,,,,,,,,,,,,,,,,,
1207,1,3,"Hagardon, Miss. Kate",female,17,0,0,AQ/3. 30631,7.7333,,Q,,,,,,,,,,,,,,,,,,,,,,
1208,0,1,"Spencer, Mr. William Augustus",male,57,1,0,PC 17569,146.5208,B78,C,,,,,,,,,,,,,,,,,,,,,,
1209,0,2,"Rogers, Mr. Reginald Harry",male,19,0,0,28004,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1210,0,3,"Jonsson, Mr. Nils Hilding",male,27,0,0,350408,7.8542,,S,,,,,,,,,,,,,,,,,,,,,,
1211,0,2,"Jefferys, Mr. Ernest Wilfred",male,22,2,0,C.A. 31029,31.5,,S,,,,,,,,,,,,,,,,,,,,,,
1212,0,3,"Andersson, Mr. Johan Samuel",male,26,0,0,347075,7.775,,S,,,,,,,,,,,,,,,,,,,,,,
1213,0,3,"Krekorian, Mr. Neshan",male,25,0,0,2654,7.2292,F E57,C,,,,,,,,,,,,,,,,,,,,,,
1214,0,2,"Nesson, Mr. Israel",male,26,0,0,244368,13,F2,S,,,,,,,,,,,,,,,,,,,,,,
1215,0,1,"Rowe, Mr. Alfred G",male,33,0,0,113790,26.55,,S,,,,,,,,,,,,,,,,,,,,,,
1216,1,1,"Kreuchen, Miss. Emilie",female,39,0,0,24160,211.3375,,S,,,,,,,,,,,,,,,,,,,,,,
1217,0,3,"Assam, Mr. Ali",male,23,0,0,SOTON/O.Q. 3101309,7.05,,S,,,,,,,,,,,,,,,,,,,,,,
1218,1,2,"Becker, Miss. Ruth Elizabeth",female,12,2,1,230136,39,F4,S,,,,,,,,,,,,,,,,,,,,,,
1219,0,1,"Rosenshine, Mr. George (Mr George Thorne"")""",male,46,0,0,PC 17585,79.2,,C,,,,,,,,,,,,,,,,,,,,,,
1220,0,2,"Clarke, Mr. Charles Valentine",male,29,1,0,2003,26,,S,,,,,,,,,,,,,,,,,,,,,,
1221,0,2,"Enander, Mr. Ingvar",male,21,0,0,236854,13,,S,,,,,,,,,,,,,,,,,,,,,,
1222,1,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48,0,2,C.A. 33112,36.75,,S,,,,,,,,,,,,,,,,,,,,,,
1223,0,1,"Dulles, Mr. William Crothers",male,39,0,0,PC 17580,29.7,A18,C,,,,,,,,,,,,,,,,,,,,,,
1224,0,3,"Thomas, Mr. Tannous",male,,0,0,2684,7.225,,C,,,,,,,,,,,,,,,,,,,,,,
1225,1,3,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",female,19,1,1,2653,15.7417,,C,,,,,,,,,,,,,,,,,,,,,,
1226,0,3,"Cor, Mr. Ivan",male,27,0,0,349229,7.8958,,S,,,,,,,,,,,,,,,,,,,,,,
1227,0,1,"Maguire, Mr. John Edward",male,30,0,0,110469,26,C106,S,,,,,,,,,,,,,,,,,,,,,,
1228,0,2,"de Brito, Mr. Jose Joaquim",male,32,0,0,244360,13,,S,,,,,,,,,,,,,,,,,,,,,,
1229,0,3,"Elias, Mr. Joseph",male,39,0,2,2675,7.2292,,C,,,,,,,,,,,,,,,,,,,,,,
1230,0,2,"Denbury, Mr. Herbert",male,25,0,0,C.A. 31029,31.5,,S,,,,,,,,,,,,,,,,,,,,,,
1231,0,3,"Betros, Master. Seman",male,,0,0,2622,7.2292,,C,,,,,,,,,,,,,,,,,,,,,,
1232,0,2,"Fillbrook, Mr. Joseph Charles",male,18,0,0,C.A. 15185,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1233,0,3,"Lundstrom, Mr. Thure Edvin",male,32,0,0,350403,7.5792,,S,,,,,,,,,,,,,,,,,,,,,,
1234,0,3,"Sage, Mr. John George",male,,1,9,CA. 2343,69.55,,S,,,,,,,,,,,,,,,,,,,,,,
1235,1,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,58,0,1,PC 17755,512.3292,B51 B53 B55,C,,,,,,,,,,,,,,,,,,,,,,
1236,0,3,"van Billiard, Master. James William",male,,1,1,A/5. 851,14.5,,S,,,,,,,,,,,,,,,,,,,,,,
1237,1,3,"Abelseth, Miss. Karen Marie",female,16,0,0,348125,7.65,,S,,,,,,,,,,,,,,,,,,,,,,
1238,0,2,"Botsford, Mr. William Hull",male,26,0,0,237670,13,,S,,,,,,,,,,,,,,,,,,,,,,
1239,1,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38,0,0,2688,7.2292,,C,,,,,,,,,,,,,,,,,,,,,,
1240,0,2,"Giles, Mr. Ralph",male,24,0,0,248726,13.5,,S,,,,,,,,,,,,,,,,,,,,,,
1241,1,2,"Walcroft, Miss. Nellie",female,31,0,0,F.C.C. 13528,21,,S,,,,,,,,,,,,,,,,,,,,,,
1242,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45,0,1,PC 17759,63.3583,D10 D12,C,,,,,,,,,,,,,,,,,,,,,,
1243,0,2,"Stokes, Mr. Philip Joseph",male,25,0,0,F.C.C. 13540,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1244,0,2,"Dibden, Mr. William",male,18,0,0,S.O.C. 14879,73.5,,S,,,,,,,,,,,,,,,,,,,,,,
1245,0,2,"Herman, Mr. Samuel",male,49,1,2,220845,65,,S,,,,,,,,,,,,,,,,,,,,,,
1246,1,3,"Dean, Miss. Elizabeth Gladys Millvina""""",female,0.17,1,2,C.A. 2315,20.575,,S,,,,,,,,,,,,,,,,,,,,,,
1247,0,1,"Julian, Mr. Henry Forbes",male,50,0,0,113044,26,E60,S,,,,,,,,,,,,,,,,,,,,,,
1248,1,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)",female,59,2,0,11769,51.4792,C101,S,,,,,,,,,,,,,,,,,,,,,,
1249,0,3,"Lockyer, Mr. Edward",male,,0,0,1222,7.8792,,S,,,,,,,,,,,,,,,,,,,,,,
1250,0,3,"O'Keefe, Mr. Patrick",male,,0,0,368402,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1251,1,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30,1,0,349910,15.55,,S,,,,,,,,,,,,,,,,,,,,,,
1252,0,3,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,,S,,,,,,,,,,,,,,,,,,,,,,
1253,1,2,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24,1,1,S.C./PARIS 2079,37.0042,,C,,,,,,,,,,,,,,,,,,,,,,
1254,1,2,"Ware, Mrs. John James (Florence Louise Long)",female,31,0,0,CA 31352,21,,S,,,,,,,,,,,,,,,,,,,,,,
1255,0,3,"Strilic, Mr. Ivan",male,27,0,0,315083,8.6625,,S,,,,,,,,,,,,,,,,,,,,,,
1256,1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",female,25,1,0,11765,55.4417,E50,C,,,,,,,,,,,,,,,,,,,,,,
1257,1,3,"Sage, Mrs. John (Annie Bullen)",female,,1,9,CA. 2343,69.55,,S,,,,,,,,,,,,,,,,,,,,,,
1258,0,3,"Caram, Mr. Joseph",male,,1,0,2689,14.4583,,C,,,,,,,,,,,,,,,,,,,,,,
1259,1,3,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",female,22,0,0,3101295,39.6875,,S,,,,,,,,,,,,,,,,,,,,,,
1260,1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45,0,1,112378,59.4,,C,,,,,,,,,,,,,,,,,,,,,,
1261,0,2,"Pallas y Castello, Mr. Emilio",male,29,0,0,SC/PARIS 2147,13.8583,,C,,,,,,,,,,,,,,,,,,,,,,
1262,0,2,"Giles, Mr. Edgar",male,21,1,0,28133,11.5,,S,,,,,,,,,,,,,,,,,,,,,,
1263,1,1,"Wilson, Miss. Helen Alice",female,31,0,0,16966,134.5,E39 E41,C,,,,,,,,,,,,,,,,,,,,,,
1264,0,1,"Ismay, Mr. Joseph Bruce",male,49,0,0,112058,0,B52 B54 B56,S,,,,,,,,,,,,,,,,,,,,,,
1265,0,2,"Harbeck, Mr. William H",male,44,0,0,248746,13,,S,,,,,,,,,,,,,,,,,,,,,,
1266,1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54,1,1,33638,81.8583,A34,S,,,,,,,,,,,,,,,,,,,,,,
1267,1,1,"Bowen, Miss. Grace Scott",female,45,0,0,PC 17608,262.375,,C,,,,,,,,,,,,,,,,,,,,,,
1268,1,3,"Kink, Miss. Maria",female,22,2,0,315152,8.6625,,S,,,,,,,,,,,,,,,,,,,,,,
1269,0,2,"Cotterill, Mr. Henry Harry""""",male,21,0,0,29107,11.5,,S,,,,,,,,,,,,,,,,,,,,,,
1270,0,1,"Hipkins, Mr. William Edward",male,55,0,0,680,50,C39,S,,,,,,,,,,,,,,,,,,,,,,
1271,0,3,"Asplund, Master. Carl Edgar",male,5,4,2,347077,31.3875,,S,,,,,,,,,,,,,,,,,,,,,,
1272,0,3,"O'Connor, Mr. Patrick",male,,0,0,366713,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1273,0,3,"Foley, Mr. Joseph",male,26,0,0,330910,7.8792,,Q,,,,,,,,,,,,,,,,,,,,,,
1274,1,3,"Risien, Mrs. Samuel (Emma)",female,,0,0,364498,14.5,,S,,,,,,,,,,,,,,,,,,,,,,
1275,1,3,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19,1,0,376566,16.1,,S,,,,,,,,,,,,,,,,,,,,,,
1276,0,2,"Wheeler, Mr. Edwin Frederick""""",male,,0,0,SC/PARIS 2159,12.875,,S,,,,,,,,,,,,,,,,,,,,,,
1277,1,2,"Herman, Miss. Kate",female,24,1,2,220845,65,,S,,,,,,,,,,,,,,,,,,,,,,
1278,0,3,"Aronsson, Mr. Ernst Axel Algot",male,24,0,0,349911,7.775,,S,,,,,,,,,,,,,,,,,,,,,,
1279,0,2,"Ashby, Mr. John",male,57,0,0,244346,13,,S,,,,,,,,,,,,,,,,,,,,,,
1280,0,3,"Canavan, Mr. Patrick",male,21,0,0,364858,7.75,,Q,,,,,,,,,,,,,,,,,,,,,,
1281,0,3,"Palsson, Master. Paul Folke",male,6,3,1,349909,21.075,,S,,,,,,,,,,,,,,,,,,,,,,
1282,0,1,"Payne, Mr. Vivian Ponsonby",male,23,0,0,12749,93.5,B24,S,,,,,,,,,,,,,,,,,,,,,,
1283,1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female,51,0,1,PC 17592,39.4,D28,S,,,,,,,,,,,,,,,,,,,,,,
1284,0,3,"Abbott, Master. Eugene Joseph",male,13,0,2,C.A. 2673,20.25,,S,,,,,,,,,,,,,,,,,,,,,,
1285,0,2,"Gilbert, Mr. William",male,47,0,0,C.A. 30769,10.5,,S,,,,,,,,,,,,,,,,,,,,,,
1286,0,3,"Kink-Heilmann, Mr. Anton",male,29,3,1,315153,22.025,,S,,,,,,,,,,,,,,,,,,,,,,
1287,1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18,1,0,13695,60,C31,S,,,,,,,,,,,,,,,,,,,,,,
1288,0,3,"Colbert, Mr. Patrick",male,24,0,0,371109,7.25,,Q,,,,,,,,,,,,,,,,,,,,,,
1289,1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48,1,1,13567,79.2,B41,C,,,,,,,,,,,,,,,,,,,,,,
1290,0,3,"Larsson-Rondberg, Mr. Edvard A",male,22,0,0,347065,7.775,,S,,,,,,,,,,,,,,,,,,,,,,
1291,0,3,"Conlon, Mr. Thomas Henry",male,31,0,0,21332,7.7333,,Q,,,,,,,,,,,,,,,,,,,,,,
1292,1,1,"Bonnell, Miss. Caroline",female,30,0,0,36928,164.8667,C7,S,,,,,,,,,,,,,,,,,,,,,,
1293,0,2,"Gale, Mr. Harry",male,38,1,0,28664,21,,S,,,,,,,,,,,,,,,,,,,,,,
1294,1,1,"Gibson, Miss. Dorothy Winifred",female,22,0,1,112378,59.4,,C,,,,,,,,,,,,,,,,,,,,,,
1295,0,1,"Carrau, Mr. Jose Pedro",male,17,0,0,113059,47.1,,S,,,,,,,,,,,,,,,,,,,,,,
